,from,to,cost
3549,20.0,130.0,0.44283228000059566
3550,20.0,131.0,0.28843820286231653
3551,20.0,132.0,-0.04185888599427111
3552,20.0,133.0,0.40043040160323184
3553,20.0,134.0,0.13896328100211036
3554,20.0,135.0,0.15275130196426365
3555,20.0,136.0,0.42157763092739864
3556,20.0,137.0,0.537181461913913
3557,20.0,138.0,0.48753743373411546
3558,20.0,139.0,0.05735637688833195
3559,20.0,140.0,0.3001070854911476
3560,20.0,141.0,0.5031957495357668
3561,20.0,142.0,0.3158561829260084
3562,20.0,143.0,0.4049917854855206
3563,20.0,144.0,0.46063683183769843
3564,20.0,145.0,0.4531683507380452
3565,20.0,146.0,0.27349504331188046
3566,20.0,147.0,0.25667931034367697
3567,20.0,148.0,0.14831407830529214
3568,20.0,149.0,0.3466077828655656
3569,20.0,150.0,0.11562244407551613
3570,20.0,151.0,0.057775995305852076
3571,20.0,152.0,0.30408874327292457
3572,20.0,153.0,0.18229553426192718
3573,20.0,154.0,0.22887295796084478
3574,20.0,155.0,0.46036392352916555
3575,20.0,156.0,0.4565379322907991
3576,20.0,157.0,0.2149653579564072
3577,20.0,158.0,0.44360682272817653
3578,20.0,159.0,0.33222103314300633
3579,20.0,160.0,0.5551262768157049
3580,20.0,161.0,0.10279680218465542
3581,20.0,162.0,0.24680501485092154
3582,20.0,163.0,0.31416465127833054
3583,20.0,164.0,0.234217175408565
3584,20.0,165.0,0.4252572037329761
3585,20.0,166.0,0.21477835849508825
3586,20.0,167.0,0.48565822302715445
3587,20.0,168.0,0.07433909883346082
3588,20.0,169.0,0.2515648232561754
3589,20.0,170.0,0.18656792808007325
3590,20.0,171.0,-0.00016874260748743182
3591,21.0,0.0,0.3835169810785413
3592,21.0,1.0,0.6634546769628906
3593,21.0,2.0,0.3961157065196157
3594,21.0,3.0,0.5156440506349329
3595,21.0,4.0,0.5002468700991644
3596,21.0,5.0,0.4653675907317004
3597,21.0,6.0,0.4417326015241632
3598,21.0,7.0,0.5642571925248404
3599,21.0,8.0,0.4325342886413712
3600,21.0,9.0,0.46501270530295397
3601,21.0,10.0,0.5055912801648815
3602,21.0,11.0,0.5033546718658427
3603,21.0,12.0,0.5469059565780858
3604,21.0,13.0,0.6838770167140492
3605,21.0,14.0,0.4643395344523601
3606,21.0,15.0,0.24082749100616122
3607,21.0,16.0,0.36624509908400177
3608,21.0,17.0,0.7168479868086803
3609,21.0,18.0,0.41434849967493853
3610,21.0,19.0,0.3356172632613258
3611,21.0,20.0,0.5440618349639046
3612,21.0,22.0,-0.056828495778844336
3613,21.0,23.0,0.8096807210104102
3614,21.0,24.0,0.3113065586838829
3615,21.0,25.0,0.8089136951033891
3616,21.0,26.0,0.8006562010496147
3617,21.0,27.0,0.5067581286312167
3618,21.0,28.0,0.6476582060765844
3619,21.0,29.0,0.7231225066625967
3620,21.0,30.0,0.6784039823734216
3621,21.0,31.0,0.8559837163268299
3622,21.0,32.0,0.17798941676472613
3623,21.0,33.0,0.24006518407381247
3624,21.0,34.0,0.6783252685042699
3625,21.0,35.0,0.30850995602370274
3626,21.0,36.0,0.7336671667731839
3627,21.0,37.0,0.007798744506538478
3628,21.0,38.0,0.4051272625821267
3629,21.0,39.0,0.6806804183483719
3630,21.0,40.0,0.7445535744748978
3631,21.0,41.0,0.2788403068615842
3632,21.0,42.0,0.6317906075602381
3633,21.0,43.0,0.3266759333593412
3634,21.0,44.0,0.516754793024203
3635,21.0,45.0,0.3126412991520917
3636,21.0,46.0,0.5797416392226626
3637,21.0,47.0,0.30784689243792374
3638,21.0,48.0,0.35176733434518365
3639,21.0,49.0,0.6703958759921651
3640,21.0,50.0,0.5634627791034756
3641,21.0,51.0,-0.11253553628312817
3642,21.0,52.0,0.4145539261204335
3643,21.0,53.0,0.13783312761340305
3644,21.0,54.0,0.6458759604901664
3645,21.0,55.0,0.681759564190033
3646,21.0,56.0,0.7413910727337129
3647,21.0,57.0,0.6183914936263365
3648,21.0,58.0,0.06828627112698843
3649,21.0,59.0,-0.0740166240979512
3650,21.0,60.0,-0.10659507770566282
3651,21.0,61.0,0.028210515583822395
3652,21.0,62.0,0.11441994734947393
3653,21.0,63.0,0.17362896941154005
3654,21.0,64.0,0.7698565176111726
3655,21.0,65.0,-0.010368554887761849
3656,21.0,66.0,0.52364949666447
3657,21.0,67.0,0.3114378028994939
3658,21.0,68.0,0.5684206486798803
3659,21.0,69.0,0.3032115530007842
3660,21.0,70.0,0.5324144770048984
3661,21.0,71.0,0.2690573166877492
3662,21.0,72.0,0.37303397746962236
3663,21.0,73.0,0.6246330977844132
3664,21.0,74.0,-0.07046112334647281
3665,21.0,75.0,0.09383374860938141
3666,21.0,76.0,0.29638463334973447
3667,21.0,77.0,0.47898493065531894
3668,21.0,78.0,0.7038396167697505
3669,21.0,79.0,0.7134801934654771
3670,21.0,80.0,0.39794965480093336
3671,21.0,81.0,0.4884623257913085
3672,21.0,82.0,0.18339402678448213
3673,21.0,83.0,0.667567464505762
3674,21.0,84.0,0.7794593835420842
3675,21.0,85.0,0.03568156655323336
3676,21.0,86.0,0.7116406389965413
3677,21.0,87.0,0.5743959099812572
3678,21.0,88.0,0.7369482203563033
3679,21.0,89.0,0.49013032846650517
3680,21.0,90.0,0.24678631190660083
3681,21.0,91.0,-0.11377244753318556
3682,21.0,92.0,-0.15029394949093097
3683,21.0,93.0,0.44543432384643344
3684,21.0,94.0,0.27762389762220474
3685,21.0,95.0,0.015349684512548046
3686,21.0,96.0,0.5158031104308967
3687,21.0,97.0,0.7468175055407131
3688,21.0,98.0,0.8353263826525231
3689,21.0,99.0,0.20279952903804307
3690,21.0,100.0,0.598451822841512
3691,21.0,101.0,0.46145421766247635
3692,21.0,102.0,0.5995393682969813
3693,21.0,103.0,0.1411006008965946
3694,21.0,104.0,0.7708087080768712
3695,21.0,105.0,0.39360320557550404
3696,21.0,106.0,0.4071349474396585
3697,21.0,107.0,0.6186821589092287
3698,21.0,108.0,0.311811090694744
3699,21.0,109.0,0.5428965871404658
3700,21.0,110.0,0.3249805015338721
3701,21.0,111.0,0.6567657865618225
3702,21.0,112.0,0.6446062699424707
3703,21.0,113.0,0.3520488420552832
3704,21.0,114.0,0.35460772467248125
3705,21.0,115.0,0.7186437844872006
3706,21.0,116.0,0.5976765462707442
3707,21.0,117.0,0.41485790830073355
3708,21.0,118.0,0.4598268395570385
3709,21.0,119.0,0.6788412437919285
3710,21.0,120.0,0.4295907994206949
3711,21.0,121.0,0.4221773406374573
3712,21.0,122.0,0.5941752562044883
3713,21.0,123.0,0.358847624985953
3714,21.0,124.0,0.4867868323108978
3715,21.0,125.0,0.5989393447124796
3716,21.0,126.0,0.5918731518251176
3717,21.0,127.0,0.01633270326864594
3718,21.0,128.0,0.6272016240856337
3719,21.0,129.0,0.41744604148067754
3720,21.0,130.0,0.6038570868570227
3721,21.0,131.0,0.21465973549560255
3722,21.0,132.0,-0.157767170238803
3723,21.0,133.0,0.5468053798331572
3724,21.0,134.0,0.4253231895426662
3725,21.0,135.0,0.4298537706887924
3726,21.0,136.0,0.7480191340221568
3727,21.0,137.0,0.5959413909760338
3728,21.0,138.0,0.7468019067858492
3729,21.0,139.0,0.09312887140290076
3730,21.0,140.0,0.37423035178740827
3731,21.0,141.0,0.8132134077259678
3732,21.0,142.0,0.5296442003845054
3733,21.0,143.0,0.4070669675227464
3734,21.0,144.0,0.5750617992315824
3735,21.0,145.0,0.7259724482872408
3736,21.0,146.0,0.4727907287339048
3737,21.0,147.0,0.5550486382178743
3738,21.0,148.0,-0.015862796164160142
3739,21.0,149.0,0.6093178213058636
3740,21.0,150.0,0.31503737201625276
3741,21.0,151.0,0.2668559906792004
3742,21.0,152.0,0.49800896481906026
3743,21.0,153.0,0.31065929442440393
3744,21.0,154.0,0.3127456540177411
3745,21.0,155.0,0.4753662671912963
3746,21.0,156.0,0.6272655572940108
3747,21.0,157.0,0.49656818988174023
3748,21.0,158.0,0.7021768193102612
3749,21.0,159.0,0.4022194366611456
3750,21.0,160.0,0.8175511350272077
3751,21.0,161.0,0.43776738450151303
3752,21.0,162.0,0.08367587232418836
3753,21.0,163.0,0.39630972183548885
3754,21.0,164.0,0.6106591213432709
3755,21.0,165.0,0.4911366782026977
3756,21.0,166.0,0.3745100059738281
3757,21.0,167.0,0.6030857878869187
3758,21.0,168.0,0.46306152272161194
3759,21.0,169.0,0.560817786479468
3760,21.0,170.0,0.382554150233422
3761,21.0,171.0,0.2750029890800269
3762,22.0,0.0,-0.26543748795885286
3763,22.0,1.0,-0.048060745776137385
3764,22.0,2.0,-0.27121512246354096
3765,22.0,3.0,-0.23945648868578412
3766,22.0,4.0,-0.22404959382155284
3767,22.0,5.0,-0.2573900943858096
3768,22.0,6.0,0.18450762421731887
3769,22.0,7.0,-0.07518874048366884
3770,22.0,8.0,-0.18275789125059336
3771,22.0,9.0,-0.25499003731586223
3772,22.0,10.0,-0.24534850139107955
3773,22.0,11.0,-0.2658791959437668
3774,22.0,12.0,-0.22051505851456274
3775,22.0,13.0,-0.23877677434441819
3776,22.0,14.0,-0.2293188819134799
3777,22.0,15.0,-0.2647916961678623
3778,22.0,16.0,-0.21124331283988793
3779,22.0,17.0,-0.1935929658124212
3780,22.0,18.0,-0.2975167551008193
3781,22.0,19.0,-0.19798591102001079
3782,22.0,20.0,0.0028980801710526295
3783,22.0,21.0,-0.056828495778844336
3784,22.0,23.0,-0.10424043429520233
3785,22.0,24.0,-0.23106740113101754
3786,22.0,25.0,-0.09426156759766358
3787,22.0,26.0,0.12241726625354847
3788,22.0,27.0,0.004833007078108429
3789,22.0,28.0,-0.004892590473093891
3790,22.0,29.0,0.18150368756643914
3791,22.0,30.0,0.12617548306699783
3792,22.0,31.0,-0.01271299738004326
3793,22.0,32.0,-0.2824387710310319
3794,22.0,33.0,0.0886693227492567
3795,22.0,34.0,-0.17127313827208304
3796,22.0,35.0,0.25543851811494994
3797,22.0,36.0,0.12848048341179222
3798,22.0,37.0,0.25330551992431977
3799,22.0,38.0,0.02528699511505249
3800,22.0,39.0,-0.11560073388153312
3801,22.0,40.0,-0.17678623657129475
3802,22.0,41.0,0.081958480031207
3803,22.0,42.0,-0.1148383091246476
3804,22.0,43.0,-0.2881313262971219
3805,22.0,44.0,-0.30971005083683023
3806,22.0,45.0,-0.11179894205692913
3807,22.0,46.0,-0.17498518930320167
3808,22.0,47.0,0.18837822482030145
3809,22.0,48.0,0.19883983643593636
3810,22.0,49.0,0.01848211321977672
3811,22.0,50.0,-0.030267901412287444
3812,22.0,51.0,0.48136673532412066
3813,22.0,52.0,0.13830759432178516
3814,22.0,53.0,-0.21562618604602346
3815,22.0,54.0,-0.17270622951580478
3816,22.0,55.0,-0.0987382155676833
3817,22.0,56.0,-0.024893853422721206
3818,22.0,57.0,-0.035534091013294536
3819,22.0,58.0,0.01623253663926023
3820,22.0,59.0,0.08060079796461292
3821,22.0,60.0,-0.18182535925363424
3822,22.0,61.0,0.34402246638228484
3823,22.0,62.0,-0.021597830097767515
3824,22.0,63.0,0.0604747914937243
3825,22.0,64.0,-0.010349753249269983
3826,22.0,65.0,0.2781450003016989
3827,22.0,66.0,0.10732293694679201
3828,22.0,67.0,0.01949064004751225
3829,22.0,68.0,-0.012976338664903449
3830,22.0,69.0,0.0915114109750332
3831,22.0,70.0,0.0630098862761287
3832,22.0,71.0,0.044040916531722166
3833,22.0,72.0,-0.0995959224603491
3834,22.0,73.0,-0.14406788248152716
3835,22.0,74.0,0.24288428960793113
3836,22.0,75.0,-0.10295204606746207
3837,22.0,76.0,0.13648528315816602
3838,22.0,77.0,0.02659747342891553
3839,22.0,78.0,0.12981523417952853
3840,22.0,79.0,0.13302257767437456
3841,22.0,80.0,-0.3032650936542217
3842,22.0,81.0,0.051407724223984805
3843,22.0,82.0,0.43915802760436395
3844,22.0,83.0,-0.10929033129341073
3845,22.0,84.0,-0.09988068498766085
3846,22.0,85.0,0.03196564601880867
3847,22.0,86.0,-0.16692026707253171
3848,22.0,87.0,0.03135263670669634
3849,22.0,88.0,0.040857640515456095
3850,22.0,89.0,-0.1681327913838028
3851,22.0,90.0,-0.16695612040351226
3852,22.0,91.0,0.2032152205205717
3853,22.0,92.0,0.10635497124458644
3854,22.0,93.0,0.2366512930315345
3855,22.0,94.0,0.04829409839624762
3856,22.0,95.0,0.0873559911364184
3857,22.0,96.0,0.2371299014006044
3858,22.0,97.0,-0.019370093723237468
3859,22.0,98.0,-0.08216750892127217
3860,22.0,99.0,0.3546739565226466
3861,22.0,100.0,-0.2144076279405481
3862,22.0,101.0,-0.20807765557039437
3863,22.0,102.0,0.03340109789997418
3864,22.0,103.0,0.1774503882083131
3865,22.0,104.0,0.016907204537765414
3866,22.0,105.0,0.029630244924590567
3867,22.0,106.0,0.10438719641777525
3868,22.0,107.0,-0.1651617428800575
3869,22.0,108.0,-0.20839495426305218
3870,22.0,109.0,-0.048012190300041585
3871,22.0,110.0,-0.10521323225157082
3872,22.0,111.0,0.026655092899299425
3873,22.0,112.0,-0.031183093886324183
3874,22.0,113.0,0.00991883413832645
3875,22.0,114.0,-0.020440161370112748
3876,22.0,115.0,0.04281313469628683
3877,22.0,116.0,0.017868742960733063
3878,22.0,117.0,0.2840876892890048
3879,22.0,118.0,0.1710913997315881
3880,22.0,119.0,0.055028784860347485
3881,22.0,120.0,-0.24629094097306004
3882,22.0,121.0,0.09756240164988157
3883,22.0,122.0,0.23651678161895204
3884,22.0,123.0,-0.0766856102341793
3885,22.0,124.0,0.013205268704839391
3886,22.0,125.0,0.09688884600291267
3887,22.0,126.0,-0.10483816009688879
3888,22.0,127.0,0.35420822850168737
3889,22.0,128.0,0.1892739792729574
3890,22.0,129.0,-0.030253029559346854
3891,22.0,130.0,-0.01936042717668012
3892,22.0,131.0,0.26123221771911925
3893,22.0,132.0,-0.2165771092752433
3894,22.0,133.0,-0.15166418929475028
3895,22.0,134.0,-0.06408118328751258
3896,22.0,135.0,-0.0483253793662086
3897,22.0,136.0,-0.10167029193065241
3898,22.0,137.0,-0.009622584678668313
3899,22.0,138.0,0.03775582657904977
3900,22.0,139.0,0.09619779041754063
3901,22.0,140.0,-0.13852867603014243
3902,22.0,141.0,-0.09117130961807411
3903,22.0,142.0,0.026676436567911254
3904,22.0,143.0,0.11842090203482623
3905,22.0,144.0,0.2588628292806833
3906,22.0,145.0,-0.15711035118732425
3907,22.0,146.0,-0.3181410186700767
3908,22.0,147.0,-0.09417516189448655
3909,22.0,148.0,0.5165676160924472
3910,22.0,149.0,0.05805803007555783
3911,22.0,150.0,-0.060273144094274374
3912,22.0,151.0,-0.248688226565048
3913,22.0,152.0,0.2803828177317026
3914,22.0,153.0,-0.2689324994926294
3915,22.0,154.0,-0.10685175318633523
3916,22.0,155.0,-0.10565967809759147
3917,22.0,156.0,-0.026392063940528596
3918,22.0,157.0,0.059250184956410476
3919,22.0,158.0,-0.05491772223529978
3920,22.0,159.0,0.2721934424556123
3921,22.0,160.0,-0.04523585730060056
3922,22.0,161.0,-0.030711472196281182
3923,22.0,162.0,0.3978627651992778
3924,22.0,163.0,0.2048631216174367
3925,22.0,164.0,-0.025432794715002927
3926,22.0,165.0,-0.16782206208777295
3927,22.0,166.0,-0.24215278857890057
3928,22.0,167.0,0.14165942798854347
3929,22.0,168.0,-0.027256604338690166
3930,22.0,169.0,0.04937410619128825
3931,22.0,170.0,0.10177066914359388
3932,22.0,171.0,0.06516523074333302
3933,23.0,0.0,0.5351704038654773
3934,23.0,1.0,0.6550811815606072
3935,23.0,2.0,0.6027841142834738
3936,23.0,3.0,0.658614968558189
3937,23.0,4.0,0.700447266900445
3938,23.0,5.0,0.6617179906928119
3939,23.0,6.0,0.2324012040946084
3940,23.0,7.0,0.6613116011568206
3941,23.0,8.0,0.5796626481915487
3942,23.0,9.0,0.632089489789009
3943,23.0,10.0,0.7177937884903582
3944,23.0,11.0,0.6620187725301365
3945,23.0,12.0,0.6032442558070431
3946,23.0,13.0,0.8084187504517218
3947,23.0,14.0,0.5945531517873285
3948,23.0,15.0,0.44293391744063904
3949,23.0,16.0,0.48194154086126956
3950,23.0,17.0,0.8125677247571405
3951,23.0,18.0,0.5782220424746188
3952,23.0,19.0,0.45863634643778206
3953,23.0,20.0,0.37874913592252674
3954,23.0,21.0,0.8096807210104101
3955,23.0,22.0,-0.10424043429520234
3956,23.0,24.0,0.406281014459864
3957,23.0,25.0,0.8703744558248079
3958,23.0,26.0,0.6786581839890751
3959,23.0,27.0,0.5061888638017554
3960,23.0,28.0,0.6659046143193432
3961,23.0,29.0,0.5971932734434459
3962,23.0,30.0,0.5801077442449092
3963,23.0,31.0,0.7860065443110938
3964,23.0,32.0,0.39580504623981183
3965,23.0,33.0,0.017137557605499603
3966,23.0,34.0,0.8685640321197502
3967,23.0,35.0,0.20720375023754173
3968,23.0,36.0,0.5183939872960793
3969,23.0,37.0,0.06376941004246045
3970,23.0,38.0,0.43431483228142453
3971,23.0,39.0,0.6013812267656009
3972,23.0,40.0,0.698057383924352
3973,23.0,41.0,0.09803527409430136
3974,23.0,42.0,0.5989633209841855
3975,23.0,43.0,0.5998907710599702
3976,23.0,44.0,0.728737307975341
3977,23.0,45.0,0.3380752542937274
3978,23.0,46.0,0.6473213928924489
3979,23.0,47.0,0.17260595529061115
3980,23.0,48.0,0.08344147728623105
3981,23.0,49.0,0.5837815382539776
3982,23.0,50.0,0.31893487949769717
3983,23.0,51.0,-0.3737207097009001
3984,23.0,52.0,0.1625373291737634
3985,23.0,53.0,0.2901569286200906
3986,23.0,54.0,0.694950838195541
3987,23.0,55.0,0.6433488018489582
3988,23.0,56.0,0.7362210764930399
3989,23.0,57.0,0.6071262050133988
3990,23.0,58.0,-0.1554280104889416
3991,23.0,59.0,-0.12628269681909124
3992,23.0,60.0,-0.13146722954387788
3993,23.0,61.0,-0.19920459304533072
3994,23.0,62.0,-0.08718611188143251
3995,23.0,63.0,0.004341832783445422
3996,23.0,64.0,0.6441959230115722
3997,23.0,65.0,-0.17215713912466923
3998,23.0,66.0,0.3702643236103118
3999,23.0,67.0,0.1651489482253843
4000,23.0,68.0,0.6221781047135362
4001,23.0,69.0,0.053485894636404414
4002,23.0,70.0,0.4229493506867125
4003,23.0,71.0,0.24408221799637106
4004,23.0,72.0,0.5426945511512777
4005,23.0,73.0,0.7672546968417563
4006,23.0,74.0,-0.33242579489561863
4007,23.0,75.0,0.07445232768550718
4008,23.0,76.0,0.18897216595332975
4009,23.0,77.0,0.33735675591105324
4010,23.0,78.0,0.6130746090016805
4011,23.0,79.0,0.5286721618246736
4012,23.0,80.0,0.6102883585448555
4013,23.0,81.0,0.44616493210192887
4014,23.0,82.0,-0.06611770770079707
4015,23.0,83.0,0.7208022301205336
4016,23.0,84.0,0.6828715435535087
4017,23.0,85.0,-0.04384477538876343
4018,23.0,86.0,0.8080454377483031
4019,23.0,87.0,0.5276442002918779
4020,23.0,88.0,0.641725898895268
4021,23.0,89.0,0.5975720900311936
4022,23.0,90.0,0.5137907566500218
4023,23.0,91.0,-0.11575046461176668
4024,23.0,92.0,-0.15190870144144675
4025,23.0,93.0,0.35825642258084284
4026,23.0,94.0,0.23935172870476296
4027,23.0,95.0,-0.08837668843606708
4028,23.0,96.0,0.2562694925599641
4029,23.0,97.0,0.7297841838358952
4030,23.0,98.0,0.7269569976096717
4031,23.0,99.0,-0.06013692192155867
4032,23.0,100.0,0.7967575120938574
4033,23.0,101.0,0.6486662407419653
4034,23.0,102.0,0.5798270139891383
4035,23.0,103.0,0.045172218438788006
4036,23.0,104.0,0.7313715078081391
4037,23.0,105.0,0.4172432963741577
4038,23.0,106.0,0.2590213623962509
4039,23.0,107.0,0.6249151993890631
4040,23.0,108.0,0.45082051689992736
4041,23.0,109.0,0.5112727310455949
4042,23.0,110.0,0.2865480887461686
4043,23.0,111.0,0.5842656641453994
4044,23.0,112.0,0.5690810682958539
4045,23.0,113.0,0.29034743562002385
4046,23.0,114.0,0.3340568864789548
4047,23.0,115.0,0.7386129393654689
4048,23.0,116.0,0.545864898560074
4049,23.0,117.0,0.06364978432840081
4050,23.0,118.0,0.2997027217375922
4051,23.0,119.0,0.5382973564976874
4052,23.0,120.0,0.6634205659554778
4053,23.0,121.0,0.11399383537379532
4054,23.0,122.0,0.4146413476028339
4055,23.0,123.0,0.41408047794207126
4056,23.0,124.0,0.4008665426412701
4057,23.0,125.0,0.33295786637189817
4058,23.0,126.0,0.5906715871630593
4059,23.0,127.0,-0.16087991578787683
4060,23.0,128.0,0.5371296948393456
4061,23.0,129.0,0.3446571294598166
4062,23.0,130.0,0.6154251013048534
4063,23.0,131.0,-0.14765077549153938
4064,23.0,132.0,0.04233779479061358
4065,23.0,133.0,0.6620376704705678
4066,23.0,134.0,0.33682790293539305
4067,23.0,135.0,0.4834798103844084
4068,23.0,136.0,0.7181193834952
4069,23.0,137.0,0.5635344084607685
4070,23.0,138.0,0.6830771415393521
4071,23.0,139.0,-0.059746033026371194
4072,23.0,140.0,0.5710935613605372
4073,23.0,141.0,0.8149172536412786
4074,23.0,142.0,0.37530022708728866
4075,23.0,143.0,0.3608907212663525
4076,23.0,144.0,0.36909280340905676
4077,23.0,145.0,0.7425062508214009
4078,23.0,146.0,0.5918154925520444
4079,23.0,147.0,0.7279702269081577
4080,23.0,148.0,-0.20938676097908465
4081,23.0,149.0,0.5333920525464845
4082,23.0,150.0,0.43213178178928763
4083,23.0,151.0,0.4235906491223888
4084,23.0,152.0,0.2623049369834527
4085,23.0,153.0,0.5904300347132415
4086,23.0,154.0,0.534528450641542
4087,23.0,155.0,0.3547589004915434
4088,23.0,156.0,0.5789542150686948
4089,23.0,157.0,0.3301177059761392
4090,23.0,158.0,0.6816351492852502
4091,23.0,159.0,0.24106060391061265
4092,23.0,160.0,0.7860773623973387
4093,23.0,161.0,0.6348916989557254
4094,23.0,162.0,-0.11714747402444212
4095,23.0,163.0,0.3946920433749772
4096,23.0,164.0,0.5035802099969636
4097,23.0,165.0,0.5896719562373504
4098,23.0,166.0,0.5821479627604111
4099,23.0,167.0,0.3879188978908375
4100,23.0,168.0,0.3667389762035029
4101,23.0,169.0,0.3616992199050167
4102,23.0,170.0,0.2040651897536639
4103,23.0,171.0,0.15307553744103658
4104,24.0,0.0,0.7831019171597917
4105,24.0,1.0,0.43263850329205833
4106,24.0,2.0,0.6684436503439184
4107,24.0,3.0,0.6567939783992754
4108,24.0,4.0,0.767108454172776
4109,24.0,5.0,0.7474362853027228
4110,24.0,6.0,-0.22010611658590593
4111,24.0,7.0,0.40393275321642647
4112,24.0,8.0,0.7137149860435655
4113,24.0,9.0,0.6323603355718558
4114,24.0,10.0,0.7893180804811446
4115,24.0,11.0,0.6461001459399164
4116,24.0,12.0,0.3378827409673985
4117,24.0,13.0,0.591916077795098
4118,24.0,14.0,0.8063387259087452
4119,24.0,15.0,0.70753536191935
4120,24.0,16.0,0.4596501287745816
4121,24.0,17.0,0.40992339128053584
4122,24.0,18.0,0.7674508366127253
4123,24.0,19.0,0.34884116910460145
4124,24.0,20.0,0.3312809601942749
4125,24.0,21.0,0.3113065586838829
4126,24.0,22.0,-0.2310674011310175
4127,24.0,23.0,0.406281014459864
4128,24.0,25.0,0.5767981464497429
4129,24.0,26.0,0.13019540065887752
4130,24.0,27.0,0.2945780195733648
4131,24.0,28.0,0.5590961320704997
4132,24.0,29.0,-0.061353637798489305
4133,24.0,30.0,0.17991368330047405
4134,24.0,31.0,0.18643984989704213
4135,24.0,32.0,0.7552562054618265
4136,24.0,33.0,-0.25822044478051437
4137,24.0,34.0,0.6159787759156273
4138,24.0,35.0,-0.19348018643888654
4139,24.0,36.0,-0.11592470195888605
4140,24.0,37.0,0.030482011172691992
4141,24.0,38.0,0.2868192506816328
4142,24.0,39.0,0.0875006621057018
4143,24.0,40.0,0.5149464547538413
4144,24.0,41.0,-0.0309233268123541
4145,24.0,42.0,0.1963389703783047
4146,24.0,43.0,0.6861706309141602
4147,24.0,44.0,0.6249054903801302
4148,24.0,45.0,0.7303530974399839
4149,24.0,46.0,0.6416241339494066
4150,24.0,47.0,-0.07448322580400242
4151,24.0,48.0,-0.3408728528126824
4152,24.0,49.0,0.3299464306297906
4153,24.0,50.0,0.037096201224394734
4154,24.0,51.0,-0.5133904653141647
4155,24.0,52.0,-0.22556530003766237
4156,24.0,53.0,0.9226615945004263
4157,24.0,54.0,0.4625322995352434
4158,24.0,55.0,0.5414961376372025
4159,24.0,56.0,0.4746527765112787
4160,24.0,57.0,-0.06925031903370107
4161,24.0,58.0,-0.37497709636409565
4162,24.0,59.0,-0.09444624515012212
4163,24.0,60.0,0.09456438695201103
4164,24.0,61.0,-0.48300709644939177
4165,24.0,62.0,-0.3003083082850045
4166,24.0,63.0,-0.15437872571792569
4167,24.0,64.0,-0.08247901729525954
4168,24.0,65.0,-0.16269313265869922
4169,24.0,66.0,-0.3808734858109214
4170,24.0,67.0,-0.11438523000981612
4171,24.0,68.0,0.22503276850444184
4172,24.0,69.0,-0.18771741649924303
4173,24.0,70.0,0.007385816136309919
4174,24.0,71.0,-0.10038636086794234
4175,24.0,72.0,0.25818907344660896
4176,24.0,73.0,0.6088902095719916
4177,24.0,74.0,-0.4334256452482575
4178,24.0,75.0,0.05680196160275503
4179,24.0,76.0,0.06824663283263004
4180,24.0,77.0,0.27982977027868544
4181,24.0,78.0,-0.09646533572037078
4182,24.0,79.0,0.26854995336128534
4183,24.0,80.0,0.7869467901860566
4184,24.0,81.0,0.3728832652122667
4185,24.0,82.0,-0.17327268764844436
4186,24.0,83.0,0.5395373552772655
4187,24.0,84.0,0.23929829643457662
4188,24.0,85.0,-0.0892322901300968
4189,24.0,86.0,0.6126210573550614
4190,24.0,87.0,0.631957722592338
4191,24.0,88.0,0.04893171362180347
4192,24.0,89.0,0.7607177671101001
4193,24.0,90.0,0.11318947346356958
4194,24.0,91.0,-0.0446735145446403
4195,24.0,92.0,0.3024482302335927
4196,24.0,93.0,0.03198569402324867
4197,24.0,94.0,-0.0886031302381409
4198,24.0,95.0,-0.23188702068807304
4199,24.0,96.0,-0.4623148920139372
4200,24.0,97.0,0.014507322621022773
4201,24.0,98.0,0.3357012423935558
4202,24.0,99.0,-0.3299635093226079
4203,24.0,100.0,0.3684206126746276
4204,24.0,101.0,0.8019399410816058
4205,24.0,102.0,0.5560222164948548
4206,24.0,103.0,-0.13619638598888256
4207,24.0,104.0,0.08402341118016525
4208,24.0,105.0,0.44645182685061297
4209,24.0,106.0,-0.1308784708252634
4210,24.0,107.0,0.6255597827750138
4211,24.0,108.0,0.42580284208290814
4212,24.0,109.0,0.7016407948966558
4213,24.0,110.0,-0.043875130176212286
4214,24.0,111.0,-0.08332859787088269
4215,24.0,112.0,-0.028063984945279438
4216,24.0,113.0,-0.051373089995361755
4217,24.0,114.0,0.10342358594991066
4218,24.0,115.0,0.3054588837182522
4219,24.0,116.0,-0.21516081238040918
4220,24.0,117.0,-0.09433491324470018
4221,24.0,118.0,-0.12111267735816982
4222,24.0,119.0,-0.1338581951563731
4223,24.0,120.0,0.5929255411685941
4224,24.0,121.0,-0.29002224649110575
4225,24.0,122.0,0.11935534872683283
4226,24.0,123.0,0.32986363891964215
4227,24.0,124.0,0.603680040301674
4228,24.0,125.0,-0.07035245976770478
4229,24.0,126.0,0.3039202459123587
4230,24.0,127.0,0.04731095863522048
4231,24.0,128.0,-0.10311885512286251
4232,24.0,129.0,0.07118061242867808
4233,24.0,130.0,0.4954590116106549
4234,24.0,131.0,-0.3645458591705985
4235,24.0,132.0,0.6980149995567666
4236,24.0,133.0,0.6457808286639681
4237,24.0,134.0,-0.20698819206337582
4238,24.0,135.0,0.1202896111701962
4239,24.0,136.0,0.3007067818777103
4240,24.0,137.0,0.6053683983005065
